,Bank Name,Job Title,URL (URL of the job posting),FinTech Score,Non-Fintech Score,Admin_Clerical_HR - Sheet1,Audit and Finance,Business Intelligence and Analysis,Data Analytics and Machine Learning,"Marketing , Sales and management",Network and Cyber Security,Softwrae Development,_Investment and risk management__ - Sheet1
0,"BNY Mellon	""Business Planning and Analysis - IC3 Conducts analyses and reporting in support of general business operations",enlisting support from more junior staff or peers. Contribute to development of new processes or procedures for required analytics. Applies processes to gather,organize and review operational data/metrics. Analyzes and synthesizes the data. Compiles data into reports or presentations. Communicates effectively with technical and business staff. Develops and delivers both informational and decision-seeking reports,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	"" Shift Schedule - Mon-Fri - 1pm-9m   Cash Processing and Funds Transfer - S4",,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Serves as a team supervisor/work leader for the day-to-day operations for a small team of Cash Processing support staff. Guides the team and ensures processing deadlines are met. Performs day-to-day work when necessary.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Allocates customers work to small team of staff and monitors workflow to maximize productivity and quality to meet deadlines and daily goals. Reviews and approves work conducted by lower level staff. Performs day to day work when needed.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Researches and resolves escalated complex client inquiries received by phone and email.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Leverages a strong understanding of the Cash Processing protocols and equipment. Monitors equipment to ensure maintenance and upkeep is current to provide maximum usage.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Communicates with large and/or complex clients to discuss low risk pay or no pay decisions and performs adjustments.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Performs leadership duties for a small team,assisting junior staff,quality control activities and other senior operator duties as assigned. Completes all reports as required accurately and on time.,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,No direct reports. Provides guidance to less experienced Cash Processing associates as needed.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,"Responsible for the quality and completion of own work.åÊåÊ Qualifications High school/secondary school or the equivalent combination of education and experience is required. Bachelors degree preferred. 3-5 years of total work experience preferred. Experience in financial services preferred. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-New York-Oriskany Internal Jobcode: 70437 Job: Operations Organization: Global Pymnts & Treas Serv Ops-HR06382 Requisition Number: 1900610""	""InterRep",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Eagle Investment Systems is a global provider of financial services technology and a subsidiary of BNY Mellon.åÊ Founded in 1989 and based in Wellesley",Eagle has 13 offices internationally,including offices in Beijing,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Mellon is a specialist multi-asset investment management firm dedicated to serving sophisticated investors globally",Standish,and The Boston Company,0,2,0,0,1,0,1,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,The Senior Portfolio AnalyståÊis responsible for assisting fixed income index and quantitative active portfolio managers in the management of portfolios,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,The Senior Portfolio Analyst will prepare trades and monitor compliance notifications.åÊ He/She will be in charge of investment reporting and analytics for their assigned investment teams and will support the marketing and client service teams with data requests.åÊ Responsibilities may also include interpreting performance attribution,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,No direct reports.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Conduct detailed portfolio analysis and prepare reports to be utilized for impactful business decisions.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ Qualifications Qualifications,,,0,0,0,0,0,0,0,0,0,0
0,Bachelor‰Ûªs degree or the equivalent combination of education and experience is required. ,,,0,0,0,0,0,0,0,0,0,0
0,3-5 years prior financial/investment experience.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Preferred Qualifications,,,0,0,0,0,0,0,0,0,0,0
0,MBA and/or CFA preferred. MFE a plus.,,,0,0,0,0,0,0,0,0,0,0
0,1+ year of relevant experience preferred.,,,0,0,0,0,0,0,0,0,0,0
0,Knowledge of fixed income.,,,0,0,0,0,0,0,0,0,0,0
0,Strong command of data science and data analysis tools,R,or other statistics packages.,0,0,0,0,0,0,0,0,0,0
0,Excellent analytical skills,,,0,0,0,0,0,0,0,0,0,0
0,Extreme attention to detail and high degree of organization.,,,0,0,0,0,0,0,0,0,0,0
0,Strong team player with a positive attitude.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,#LI-MF1,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,With our extensive experience in anticipating and responding to the investment and financial needs of the world's governments,corporations,foundations,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Pricing/Data/Deal Modeling and Analytics - IC3 Implement and build product and services pricing models. Provide costs and revenue control analysis and support. Develop pricing matrices/rate cards. Partner with other areas of the business to generate best practices and generate revenue. For deals that have been approved",such as technology,finance,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Applies expertise and judgement in providing quality",including phone interaction,problem resolution,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Works with more senior Control professionals to provide control testing",operational risk support," and regulatory support across the business. May coordinate data gathering/research regarding policies and practices for more senior colleagues. Assists in analyzing control and risk management processes and creating reports on issues and areas of improvement throughout the business. Documents existing control practices and procedures. Works with the business to understand the controls currently in place to minimize risk. Assists in the documentation of evidence of successful and efficient performance of control and business recovery procedures. No direct reports Contributes to the achievement of team objectives. Works on projects of limited size and levels of complexity. Qualifications  Bachelors degree or equivalent combination of education and work experience. Related internship experience preferred.  BNY Mellon is an Equal Employment Opportunity Employer.  Primary Location: United Kingdom-Greater Manchester-Manchester Job: Operations Internal Jobcode: 70323 Organization: Securities Service Delivery-HR06423 Requisition Number: 1900400""	Senior Control Analyst	https://jobs.bnymellon.com/jobs/1900400?lang=en-us",0,1,0,1,0,0,0,0,0,0
0,"BNY Mellon	""Client Processing - S4 Applies expertise and judgement in providing quality",including phone interaction,problem resolution,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Client Processing - S4 Applies expertise and judgement in providing quality",including phone interaction,problem resolution,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Client Processing - S4 Applies expertise and judgement in providing quality",including phone interaction,problem resolution,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""",,,0,0,0,0,0,0,0,0,0,0
0,The Third Party Governance (TPG) Vendor Manager is responsible for a team of Vendor Managers. Responsibilities includes enterprise leadership of strategic relationships amongst various stakeholders internally and externally; monitoring the onboarding and ongoing activities between BNY Mellon stakeholders and third parties. This leader collaborates with key business executives,external Third Parties and internal subject matter experts to advance TPG program objectives,while adhering to all documented policies and procedures. As part of the TPG leadership,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Responsibilities:,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Provides guidance and consulting on third party governance,and risk mitigation approaches throughout the third party lifecycle to lines of business,key stakeholders and Senior Management. ,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Helps maintain accurate risk reporting and dashboards,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Leads the development,bringing transparency to the issues and risks of all engagements,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Develops,,,0,1,0,0,0,0,1,0,0,0
0,‰Û¢ Ensures vendor risk exposures are accurately measured and reported,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Coordinates with senior business leaders who serve the as Executive Sponsors for key vendors to oversee and manage their third party engagements,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Conducts business reviews for top vendors on a regular basis,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Serves as a strategic advisor for a portfolio of third party vendors,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Recruits,motivates and develops a staff of more junior managers,maximizing their individual contribution,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Nature and Scope:,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢Reports to Managing Director,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢This role has direct reports Qualifications,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Bachelor‰Ûªs degree or equivalent combination of education and work experience required,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ 12-15 years of total work experience,preferred.,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Experience in developing and managing teams ,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Experience in a large banking or financial institution as either an internal team member or as an external consultant is preferred,,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Background in third party/vendor management and governance,or regulatory compliance is preferred,,0,0,0,0,0,0,0,0,0,0
0,‰Û¢ Experience in Risk management organizations preferred For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Global Procurement is responsible for establishing the programs to acquire products and services for BNY Mellon by employing deep category knowledge and commodity expertise,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,"The Corporate Treasury group is responsible for managing the investment portfolios and the liquidity and capital positions of the various subsidiary banks and of  BNY Mellon.BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-New York-New York Internal Jobcode: 85241 Job: Finance/Accounting Organization: BNY Mellon CAO-HR16507 Requisition Number: 1900236""	""Head of Vendor Management",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	"" DEVOPS ENGINEER",,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,As part of Eagle‰Ûªs Cloud Native,,,0,0,0,0,0,0,0,0,0,0
0,initiative,,,1,0,0,0,0,0,0,0,1,0
0,the next generation SaaS. There is no better time to bring your design and,,,0,0,0,0,0,0,0,0,0,0
0,engineering career to the fintech industry. The DevOps Engineer is part of a,,,0,0,0,0,0,0,0,0,0,0
0,key team of R&D Architecture that is responsible for building and,,,0,0,0,0,0,0,0,0,0,0
0,delivering transcendent and reliable infrastructure technologies for,,,0,0,0,0,0,0,0,0,0,0
0,applications development organization.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,At Eagle Investment Systems,,,0,0,0,0,0,0,0,0,0,0
0,you can bring your passion for innovation to an Agile environment where some of,,,0,0,0,0,0,0,0,0,0,0
0,the smartest people you'll ever work with are working together to help make the,,,0,0,0,0,0,0,0,0,0,0
0,fintech software systems work better for everyone. We are looking for people,,,0,0,0,0,0,0,0,0,0,0
0,that have a strong desire to learn,,,0,0,0,0,0,0,0,0,0,0
0,problems.åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,WHAT WILL YOU DO?,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Maturing the DevOps mindset,,,0,0,0,0,0,0,0,0,0,0
0,with Eagle agile teams utilizing methodologies such as Continuous Integration,,,0,0,0,0,0,0,0,0,0,0
0,Continuous Delivery and Acceptance Test Driven Development,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Serve as technical interface,,,0,0,0,0,0,0,0,0,0,0
0,between cloud infrastructure and operations teams and the applications,,,0,0,0,0,0,0,0,0,0,0
0,development organization,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Exercise Root Cause Analysis,,,0,0,0,0,0,0,0,0,0,0
0,Cycle,create,,0,1,0,0,1,0,0,0,0,0
0,epics/stories and construct automation to prevent problem recurrence,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Managing and eliminate,,,0,0,0,0,0,0,0,0,0,0
0,technical debt to create space for Eagle R&D to innovate,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Procure and review,,,0,0,0,0,0,0,0,0,0,0
0,documentation and process around recurring issues,new standard,,0,0,0,0,0,0,0,0,0,0
0,operating procedures,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Performance engineering,,,0,0,0,0,0,0,0,0,0,0
0,collaboration with the Eagle Performance Lab team,,,0,0,0,0,0,0,0,0,0,0
0,monitoring of vital metrics,and resolution of performance,,0,0,0,0,0,0,0,0,0,0
0,problems affecting service levels.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,REQUIREMENTS,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Experience with infrastructure,,,0,0,0,0,0,0,0,0,0,0
0,automation tools (such as Docker,Packer,Vault,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Hands-on experience with,,,0,0,0,0,0,0,0,0,0,0
0,Jenkins and capable of authoring and maintaining Jenkins Pipeline,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Experience in Linux system,,,0,0,0,0,0,0,0,0,0,0
0,administration with advanced knowledge of installations,,,0,0,0,0,0,0,0,0,0,0
0,security,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Administration and engineering,,,0,0,0,0,0,0,0,0,0,0
0,of systems,networks and storage sub-systems,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Worked in an environment that,,,0,0,0,0,0,0,0,0,0,0
0,practices Agile Scrum,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Managed and scaled highly,,,0,0,0,0,0,0,0,0,0,0
0,available systems and operations that involves server virtualization (VMWare,,,0,0,0,0,0,0,0,0,0,0
0,KVM),AWS,Cloudforms),1,0,0,0,0,1,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Scripting and programming languages,,,0,0,0,0,0,0,0,0,0,0
0,(Python,Bash) Specialist Developer->> Provides application software development services or technical support in more complex situations. May also be responsible for requirements gathering and BRD/SRD preparation. Has thorough knowledge of the Software Development Life Cycle. Conducts reviews of the test Plan and test Data. May allocate/ coordinate work within a team/project. Analyzes,defines and documents requirements for data,0,0,0,0,0,0,0,0,0,0
0,or a related discipline,6-8 years of,,0,0,0,0,0,0,0,0,0,0
0,experience in software development required,,,0,0,0,0,0,0,0,0,0,0
0,"financial services industry is a plus. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-Massachusetts-Wellesley Internal Jobcode: 45144 Job: Asset Servicing Organization: AS Eagle Cloud And EMS-HR06432 Requisition Number: 1900723""	Specialist Developer - DevOps Engineer	https://jobs.bnymellon.com/jobs/1900723?lang=en-us",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""",,,0,0,0,0,0,0,0,0,0,0
0,Accounting Knowledge Specialist ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,The Accounting Knowledge Specialist is a ‰ÛÏSubject Matter Expert‰Û in one or more functional areas within Eagle‰Ûªs product suite. Candidates must have excellent analytical skills and possess the ability to quickly triage and resolve complex client issues. Accounting Knowledge Specialists should have a deep understanding of fund or investment accounting treatments and practices. Experience with Eagle products or other complex integrated systems is a plus. Candidates must have a strong work ethic and a desire to learn and grow their technical skills. Knowledge Specialist must also have solid communication skills and be able to effectively correspond with clients,engineers,and Product Owners. ,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Specific job responsibilities may include but are not limited to the following:,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Own,and troubleshoot complex client issues in the Eagle suite,specifically with our accounting product.åÊåÊ ,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Identify,resolve and/or escalate complex problems. Provide timely solutions or ‰ÛÏworkarounds‰Û to our clients.,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Document issue resolutions & best practices contributing to Eagle‰Ûªs knowledge base.,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Build solid strategic partnerships with Client Operation Managers and our clients to better understand their business needs.,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Prioritize issues across our global client base within R&D agile teams work queues,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Identify product gaps or inefficiencies and work with R&D to improve overall product design.åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Provide knowledge transfer sessions or demos on new products or features,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Collaborate with R&D to develop problem isolation tools,and better diagnostics.,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Publish or review technical documentation on advanced concepts,white papers,and troubleshooting guides.,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Travel:åÊ The Knowledge Specialist role is expected to have occasional travel,,,0,0,0,0,0,0,0,0,0,0
0,10%. Knowledge Specialist may have the opportunity to visit clients to offer advanced training,provide product usage recommendations,and assist with workflow reviews.,0,0,0,0,0,0,0,0,0,0
0,åÊåÊåÊ åÊåÊåÊåÊåÊåÊåÊ åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Qualifications:,,,0,0,0,0,0,0,0,0,0,0
0,The ideal candidate will possess some or all of the following traits:,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Strong analytical,and mathematical skills. ,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Proven ability to define problems,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Experience with the financial services industry,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Experience as a business system analyst,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Experience providing excellent customer service. ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Ability to communicate and build relationships with clients,and R&D,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Strong critical and strategic thinking skills.åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Ability to balance multiple priorities and shift priorities as needed.åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Ability to work both independently and as part of a team.åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Strong work ethic and ability to meet deadlines and objectives.åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Experience with some of the following is preferred:åÊ Microsoft Office,SQL.,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Flexibility to support Market hours and do some after-hours work when necessary.åÊåÊ Client Service - IC3 Works with external clients to resolve complex day-to-day issues and direct them to appropriate resources at BNY Mellon. Supports clients in addressing and resolving complex operational and technical issues and ensuring requests are executed. Applies advanced problem solving skills,and experience to analyze information. Uses developed communication skills to deliver high quality service to a specialized client base. Provides individuals at assigned clients information related to BNY Mellons products and services representing an array of lines of business and geographies and leverages an in-depth understanding of broader BNY Mellon services and offerings. Proactively assists clients in reviewing potential business needs and directs them to appropriate resources at BNY Mellon. Resolves complex or non-routine client issues or inquires,as needed. Uses in-depth knowledge of client issues and needs to contribute to business development efforts. Uses understanding of BNY Mellon products and services to best propose expanded offerings to clients for front office consideration. Leads and participates in internal activities and initiatives designed to improve the client experience. Helps develop process improvements. No direct reports. Provides guidance to less experienced team members. Supports multiple,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Middle Office - S2 Under minimal supervision",performs moderately complex functions supporting accounting,trading and client services activities including book-keeping and data review. Reviews moderate volume of documents to ensure processors followed established procedures and took on minimal risk. Leverages some knowledge of processes of procedures to confirm findings. Tracks fund data and trades. Maintains records of moderate complexity in accordance with department policies and procedures. Provides requested data to team members. Searches for fail points in processes and drafts error reports to be provided to clients. Has some knowledge of compliance rules and service level agreements. Escalates external errors. Correction of internal errors is at the discretion of the client. Uses some knowledge of what constitutes an exception to review and identify exceptions in documentation. Confirms findings with more senior team members. If exceptions are found,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Responsible",,,0,0,0,0,0,0,0,0,0,0
0,for overall success of moderately-sized or complex transitions,,,0,0,0,0,0,0,0,0,0,0
0,satisfaction through the monitoring of project quality and efficiency and,,,0,0,0,0,0,0,0,0,0,0
0,management of the direct client experience. Under minimal direction,and handles transitions and conversions to the system.,,0,0,0,0,0,0,0,0,0,0
0,Serves as an advisor to clients as they onboard/transition/convert to/from,,,0,0,0,0,0,0,0,0,0,0
0,organization products and solutions. Obtains and reviews the appropriate,,,0,0,0,0,0,0,0,0,0,0
0,documentation and reference data,,,0,0,0,0,0,0,0,0,0,0
0,are completed prior to opening accounts. Ensures all SLA's are met.åÊ Conducts analyses and reporting in,,,0,0,0,0,0,0,0,0,0,0
0,support of general business operations,,,0,0,0,0,0,0,0,0,0,0
0,operational planning activities. Independently applies processes and precedents,,,0,0,0,0,0,0,0,0,0,0
0,to gather,,,0,0,0,0,0,0,0,0,0,0
0,synthesizes the data and compiles it into reports or presentations.,,,0,0,0,0,0,0,0,0,0,0
0,Communicates effectively with technical,,,0,0,0,0,0,0,0,0,0,0
0,Develops and delivers analyses and/or presentations. Stays abreast of,,,0,0,0,0,0,0,0,0,0,0
0,organization and function operations and is familiar with company practices,,,0,0,0,0,0,0,0,0,0,0
0,relevant to metrics,reporting protocols,etc.,0,0,0,0,0,0,0,0,0,0
0,Participates on project teams,,,0,0,0,0,0,0,0,0,0,0
0,project objectives. No direct reports. May provide guidance to less experienced,,,0,0,0,0,0,0,0,0,0,0
0,staff. Contributes to the achievement of team objectives.åÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ Qualifications Bachelors degree or the equivalent combination of education and experience is required. 3-5 years of total work experience preferred. For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,We operate behind the scenes to power transformational change for broker-dealers,independent financial advisers,hedge fund and '40 Act fund managers and individual investors. ,0,1,0,0,0,0,1,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,We strive to be innovators,,,1,1,0,0,1,0,0,0,1,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,From our core business as an industry-leading trade execution,we have evolved into a global multifaceted firm that provides investment solutions,forward-thinking technology-driven efficiencies,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""The Senior Director Team Leader leads a group of Wealth Managers and Sr. Wealth Managers responsible for an assigned group of client relationships. S/He",serves as the trusted advisor to high net worth clients and their families and provides comprehensive guidance to their clients regarding investment,trust and estate,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Specialist Business Analysis Consultant->> Analyzes",functional specifications and operational architecture for up to and including  highly complex strategic,global programs. Provides consultation to IT and business management on applying technology to business opportunities and planning and implementing cross-functional applications or systems. May allocate/coordinate work within a team/project. Elicits,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""As a subject matter expert",risk management systems,and training for staff meet the needs of the business along with those of clients. Leads the most complex projects/analyses and may assign work to other team members. Often specializes in a particular control discipline such as Business Recovery Planning,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""",,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Under direct guidance,financial and/or econometric models for analyzing asset performance,securities data,0,1,0,0,1,0,0,0,0,0
0,Provides analytical support and prepares drafts of standard and ad hoc reports for assigned area. ,,,0,0,0,0,0,0,0,0,0,0
0,With general guidance,,,0,0,0,0,0,0,0,0,0,0
0,Sometimes performs more advanced analyses. ,,,0,0,0,0,0,0,0,0,0,0
0,Performs or oversees data management activities in support of more senior quantitative colleagues. ,,,0,0,0,0,0,0,0,0,0,0
0,Runs models,takes corrective action. ,,0,0,0,0,0,0,0,0,0,0
0,Has some knowledge of technology tools used to conduct analyses conduct analyses. ,,,0,0,0,0,0,0,0,0,0,0
0,Applies techniques such as SQL,,,0,1,0,0,1,0,0,0,0,0
0,Has some knowledge of processes and products and which analyses,risk,or valuation. ,0,0,0,0,0,0,0,0,0,0
0,Interprets findings and prepares initial drafts of standard reports. ,,,0,0,0,0,0,0,0,0,0,0
0,Assists more senior team members with the preparation of ad-hoc reports at the request of managers and/or other leaders. ,,,0,0,0,0,0,0,0,0,0,0
0,Is beginning to review reporting and calculations performed by less experienced colleagues. No direct reports. ,,,0,0,0,0,0,0,0,0,0,0
0,Primarily responsible for the accuracy and quality of own work. ,,,0,0,0,0,0,0,0,0,0,0
0,Work contributes to the achievement of team goals. Qualifications ,,,0,0,0,0,0,0,0,0,0,0
0,Bachelors degree or the equivalent combination of education and experience. ,,,0,0,0,0,0,0,0,0,0,0
0,Advanced degree in quantitative analysis preferred. 3-5 years experience preferred. ,,,0,0,0,0,0,0,0,0,0,0
0,Experience in quantitative finance and technology preferred.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,What we can offer you:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Full time contract of employment,,,0,0,0,0,0,0,0,0,0,0
0,Competitive salary,,,0,0,0,0,0,0,0,0,0,0
0,Health & Life Insurance,,,0,0,0,0,0,0,0,0,0,0
0,Multisport card / Cinema Tickets / Nursery subsidiary,,,0,0,0,0,0,0,0,0,0,0
0,Pension scheme,,,0,0,0,0,0,0,0,0,0,0
0,Excellent opportunities for training,,,0,1,0,0,0,0,1,0,0,0
0,Opportunities to engage in diverse projects due to growth of business migrations,,,0,0,0,0,0,0,0,0,0,0
0,A multitude of opportunities to get involved in additional charity projects,,,0,0,0,0,0,0,0,0,0,0
0,A collaborative culture and great teams,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
